step,type,amount,nameOrig,oldbalanceOrg,newbalanceOrig,nameDest,oldbalanceDest,newbalanceDest,isFraud,isFlaggedFraud
458,PAYMENT,4368.35,C815987496,43593.91,39225.56,C493271451,2451.69,6770.43,0,0
579,CASH_IN,33031.8,C253579923,5468.59,0.0,C402863667,5079.42,32321.25,0,0
550,PAYMENT,8862.05,C332114929,39878.41,31016.36,C659988262,2216.21,9449.54,0,0
100,PAYMENT,1624.71,C660573252,21200.9,19576.19,C348150727,4395.8,5980.01,0,0
614,PAYMENT,5093.33,C146235759,95238.49,90145.16,C693561160,1247.3,5779.73,0,0
399,PAYMENT,4726.43,C375096364,6083.4,1356.97,C360245959,1729.47,6119.17,0,0
241,PAYMENT,2312.33,C224998144,17730.01,15417.68,C559382724,1637.26,3542.21,0,0
383,TRANSFER,17522.99,C293249748,11514.47,0.0,C513187884,1330.69,15736.35,0,0
719,CASH_OUT,12361.76,C796061032,14584.57,2222.81,C445373241,32178.05,41140.22,0,0
638,CASH_IN,462.59,C305961850,3541.13,3078.54,C213433895,19657.44,20115.41,0,0
620,CASH_OUT,414.57,C139149503,31693.52,31278.95,C618577825,917.59,1236.14,0,0
344,CASH_OUT,17403.59,C293337428,25007.88,7604.29,C679047177,572.54,15335.66,0,0
583,CASH_IN,1867.74,C178079066,91842.96,89975.22,C771218253,3703.01,5074.65,0,0
287,PAYMENT,13956.13,C660565854,13160.32,0.0,C823133841,237879.06,250357.04,0,0
510,CASH_IN,33046.7,C975556693,7202.91,0.0,C134388408,772.89,27780.72,0,0
476,PAYMENT,822.45,C250922092,43649.26,42826.81,C813475745,3676.79,4441.91,0,0
186,CASH_OUT,638.57,C755972785,4059.01,3420.44,C318219200,5765.79,6314.01,0,0
198,CASH_IN,165045.59,C164642788,68014.54,0.0,C698320688,4041.79,125984.7,0,0
46,CASH_IN,15257.51,C288910265,67796.31,52538.8,C985472484,2154.3,12883.72,0,0
104,CASH_OUT,3809.93,C562303951,88072.74,84262.81,C904809324,39306.45,42216.23,0,0
323,CASH_OUT,1508.55,C637552783,23504.2,21995.65,C656740616,11136.97,12520.77,0,0
356,CASH_IN,3233.13,C325816281,6439.82,3206.69,C219921407,22526.54,25593.34,0,0
123,CASH_OUT,950.48,C763611666,15737.18,14786.7,C315920996,14198.39,14961.06,0,0
310,CASH_IN,39741.13,C939443385,23626.01,0.0,C923692036,24565.71,58773.98,0,0
449,CASH_OUT,2001.89,C472491323,5766.31,3764.42,C902568071,85129.64,86675.11,0,0
173,CASH_OUT,58009.51,C893254874,98683.64,40674.13,C445788126,53953.57,109882.45,0,0
252,CASH_OUT,3939.73,C358267542,31892.5,27952.77,C388834461,322754.46,326653.07,0,0
274,CASH_OUT,1238.89,C502853748,3504.02,2265.13,C825407636,43967.87,45114.94,0,0
376,CASH_IN,3761.82,C913893565,225102.36,221340.54,C118165976,1472.91,4206.5,0,0
273,CASH_IN,71.99,C689760653,15461.12,15389.13,C907733816,22587.72,22647.55,0,0
548,CASH_IN,6519.91,C724723375,2588.53,0.0,C643578351,17655.16,24156.5,0,0
244,PAYMENT,5965.72,C652551276,3845.35,0.0,C669432960,155831.54,160418.08,0,0
323,TRANSFER,35758.27,C355264782,124452.0,88693.73,C981373332,861.88,33085.14,0,0
282,PAYMENT,271.69,C898061186,206380.61,206108.92,C873659962,13417.46,13684.14,0,0
136,CASH_OUT,65601.87,C130666540,60732.09,0.0,C168841391,1442.41,62580.8,0,0
510,CASH_OUT,35492.57,C152686257,96660.78,61168.21,C555871769,12364.46,43692.26,0,0
175,CASH_OUT,77163.24,C641617346,82861.28,5698.04,C894271380,3339.1,69083.07,0,0
221,PAYMENT,7369.47,C853911560,30803.21,23433.74,C543098504,11649.79,18861.88,0,0
590,PAYMENT,50262.49,C832814600,21885.13,0.0,C118697406,388.15,41523.98,0,0
706,PAYMENT,573.5,C710077927,30025.27,29451.77,C763002702,20492.37,21048.88,0,0
499,PAYMENT,29245.64,C438665609,40296.63,11050.99,C937826304,7121.74,31375.61,0,0
681,CASH_OUT,2022.13,C423993515,4392.28,2370.15,C362749156,6463.64,8338.08,0,0
635,PAYMENT,414.67,C483088814,40052.17,39637.5,C941865872,164458.07,164862.25,0,0
358,PAYMENT,1071.21,C330716208,119124.6,118053.39,C507375822,2468.9,3395.7,0,0
573,CASH_OUT,8184.16,C477226523,9802.98,1618.82,C152842409,9100.44,15590.18,0,0
244,PAYMENT,1837.68,C194325309,8350.93,6513.25,C577904888,5886.91,7201.4,0,0
343,CASH_IN,15945.51,C387883099,27304.85,11359.34,C976347326,7019.66,22052.74,0,0
398,TRANSFER,312.68,C736237715,5041.78,4729.1,C325073221,268135.31,268412.53,0,0
714,PAYMENT,176.13,C227720892,1853.39,1677.26,C964570591,5512.94,5650.13,0,0
631,CASH_IN,95826.77,C357648229,74725.64,0.0,C686764398,1770.29,94072.89,0,0
364,PAYMENT,41226.65,C353505275,6792.49,0.0,C456469934,142575.22,182816.17,0,0
485,CASH_IN,1225.7,C721996461,13734.59,12508.89,C724097996,2824.71,4008.92,0,0
151,PAYMENT,8059.45,C905508947,5349.79,0.0,C460680425,273.33,7369.32,0,0
598,PAYMENT,50772.63,C739137193,90683.64,39911.01,C176553531,1295.28,51711.21,0,0
411,PAYMENT,17232.65,C228600268,48038.8,30806.15,C883686768,521.2,17106.62,0,0
396,PAYMENT,10580.86,C832718044,9310.43,0.0,C609187319,192.49,7930.04,0,0
570,CASH_IN,58178.86,C709863158,2275.95,0.0,C769939570,2556.96,60406.05,0,0
471,CASH_OUT,2174.86,C619472723,7939.5,5764.64,C174613970,4331.25,6211.73,0,0
54,CASH_OUT,8570.84,C863611010,31420.92,22850.08,C749473803,41148.81,49514.04,0,0
215,CASH_IN,7846.89,C832432800,17728.94,9882.05,C428718949,15258.97,22541.69,0,0
132,CASH_OUT,4959.34,C178556850,15735.07,10775.73,C590143009,14057.37,18492.36,0,0
547,CASH_OUT,4017.24,C455596541,18353.0,14335.76,C799907301,984.59,4190.35,0,0
27,CASH_OUT,9238.76,C673291343,41697.41,32458.65,C268790682,24170.3,30712.35,0,0
151,CASH_OUT,8620.8,C287562617,12546.68,3925.88,C196880403,60127.29,66877.56,0,0
444,PAYMENT,1227.62,C235021417,26239.47,25011.85,C469857791,9998.87,11110.78,0,0
517,CASH_OUT,34311.39,C541838380,3040.03,0.0,C206390140,10514.72,43417.09,0,0
374,PAYMENT,1397.59,C742691482,615860.75,614463.16,C318451742,504.49,1483.79,0,0
640,CASH_OUT,5470.8,C112697883,8727.3,3256.5,C691740370,32793.46,36964.35,0,0
683,CASH_OUT,4762.34,C323184740,18131.2,13368.86,C836886667,121236.08,125531.33,0,0
99,CASH_OUT,15437.99,C801936334,31247.61,15809.62,C724000480,8789.51,20909.73,0,0
708,CASH_OUT,178.68,C713781116,7214.26,7035.58,C385948386,1686.07,1818.74,0,0
457,CASH_OUT,40281.1,C833292959,13517.46,0.0,C833074169,3671.7,32858.61,0,0
473,CASH_OUT,2395.67,C854994485,13273.34,10877.67,C262933189,2305.94,4441.35,0,0
71,CASH_IN,72833.69,C559581225,3391.21,0.0,C780621975,2568.79,66550.12,0,0
463,CASH_OUT,3426.53,C962517531,25793.66,22367.13,C565094493,15777.96,19059.15,0,0
540,CASH_OUT,7421.09,C474347285,1125.71,0.0,C433526653,8127.72,14023.41,0,0
432,CASH_OUT,253930.24,C499616216,185176.12,0.0,C694748167,29944.05,218110.32,0,0
63,PAYMENT,4918.66,C717088298,43890.64,38971.98,C752281581,9581.84,14204.13,0,0
389,CASH_OUT,75352.3,C458513387,34845.65,0.0,C301329616,1037.58,76122.81,0,0
696,TRANSFER,8693.07,C232390177,987.36,0.0,C205546757,1995.71,9020.73,0,0
538,PAYMENT,17115.74,C507634039,4069.22,0.0,C146379341,1784.49,18208.84,0,0
103,TRANSFER,9190.5,C934244915,107368.02,98177.52,C674600521,3513.45,12049.25,0,0
714,PAYMENT,37277.04,C459203991,6762222.02,6724944.98,C495832393,124303.9,160592.19,0,0
713,CASH_IN,2359.12,C975552353,80180.75,77821.63,C293004560,165846.72,167798.45,0,0
126,CASH_OUT,1378.45,C642613418,63285.73,61907.28,C638729636,22156.41,23163.22,0,0
596,CASH_IN,2567.18,C791485511,29362.14,26794.96,C708476886,6086.17,7974.35,0,0
303,PAYMENT,9696.1,C779980812,3747.16,0.0,C912648613,423.7,9430.98,0,0
442,DEBIT,5445.4,C281789946,59442.29,53996.89,C313118993,7302.81,12524.95,0,0
331,CASH_OUT,29100.04,C833937293,2561.09,0.0,C208751163,1185.58,25545.37,0,0
582,PAYMENT,84839.55,C950458722,2173.56,0.0,C360796913,92497.73,153401.61,0,0
741,CASH_IN,1398.97,C952427319,1977.73,578.76,C131639780,272.87,1280.14,0,0
591,CASH_OUT,2162.22,C861478475,57732.99,55570.77,C863548682,9818.97,11720.82,0,0
693,PAYMENT,610.8,C699518227,12257.32,11646.52,C140458124,1018.79,1614.68,0,0
703,CASH_IN,313223.22,C529485821,15541.78,0.0,C591625341,4831.31,261635.21,0,0
67,DEBIT,14022.31,C871552239,13054.58,0.0,C272427611,16300.04,28852.61,0,0
189,PAYMENT,19218.8,C266947574,2468.65,0.0,C290986147,30931.91,47510.09,0,0
537,CASH_IN,726.05,C834153735,4884.9,4158.85,C823398294,4406.15,5108.19,0,0
439,CASH_OUT,8086.04,C949714250,5267.76,0.0,C115884886,19345.01,27024.45,0,0
38,CASH_OUT,20264.92,C340406002,1623.1,0.0,C358069532,1491.52,16888.9,0,0
71,PAYMENT,5141.17,C184542756,6270.96,1129.79,C949201362,7646.24,12290.07,0,0
387,CASH_IN,56177.42,C400024238,2638.7,0.0,C152350201,29850.99,83458.35,0,0
458,PAYMENT,519850.23,C877567326,31777.49,0.0,C260651282,8935.43,517907.7,0,0
125,PAYMENT,1473.34,C207426354,36006.57,34533.23,C463292893,1895.39,3187.48,0,0
128,CASH_IN,1287.22,C405196346,1918.97,631.75,C143719063,2974.18,3943.16,0,0
97,CASH_OUT,1669.1,C408460668,8561.69,6892.59,C586174558,30582.43,32030.32,0,0
420,DEBIT,145970.3,C221793078,216228.25,70257.95,C646787598,688.61,132024.76,0,0
6,PAYMENT,52904.28,C544729757,3068.23,0.0,C259292267,898.06,42255.81,0,0
426,CASH_OUT,6348.98,C279377101,25335.37,18986.39,C719581838,14513.87,20811.43,0,0
354,CASH_IN,8654.26,C697981892,15650.89,6996.63,C151066927,2229.52,8882.9,0,0
347,CASH_IN,1863.52,C956865141,68825.62,66962.1,C758203794,359.42,2173.38,0,0
505,TRANSFER,40217.15,C996848507,20810.24,0.0,C333240999,55908.61,89190.48,0,0
389,CASH_OUT,4089.49,C134648282,6995.74,2906.25,C301909058,679.07,3542.39,0,0
541,PAYMENT,5073.89,C907957662,14766.94,9693.05,C276751741,3432.44,7811.14,0,0
568,CASH_OUT,24241.51,C350252621,15094.04,0.0,C881650145,1611.41,23149.65,0,0
684,PAYMENT,5776.82,C123379803,11642.96,5866.14,C551894414,2876.04,8426.46,0,0
594,CASH_IN,5308.48,C821083078,1847.03,0.0,C721259350,999.93,5576.74,0,0
385,CASH_IN,8258.81,C118564828,86217.88,77959.07,C150985197,17777.74,23792.13,0,0
366,PAYMENT,33915.92,C732139893,66148.03,32232.11,C134369195,5999.81,39171.07,0,0
176,TRANSFER,156950.78,C470693513,2789.78,0.0,C496690037,28870.53,165355.94,0,0
446,CASH_OUT,23245.69,C833808456,8509.27,0.0,C393802957,1641.72,19807.28,0,0
104,CASH_OUT,34405.29,C856075935,9531.63,0.0,C790980843,228533.75,261895.1,0,0
692,CASH_OUT,5654.82,C233444350,2357.18,0.0,C809566958,159.43,4322.93,0,0
628,CASH_OUT,2266.44,C629112977,812.25,0.0,C379804533,283.37,1936.16,0,0
89,CASH_IN,26296.08,C379139109,4885.91,0.0,C490204402,115329.98,137957.83,0,0
584,PAYMENT,11028.45,C969335012,7827.48,0.0,C443402896,11536.54,21323.91,0,0
88,CASH_OUT,625.95,C601197437,1537.86,911.91,C707575407,9086.04,9620.16,0,0
536,PAYMENT,4489.4,C747740752,17421.61,12932.21,C666643444,10681.79,15075.56,0,0
66,CASH_IN,6979.87,C177569606,76441.76,69461.89,C685969987,13741.46,19177.71,0,0
363,CASH_IN,3233.03,C709187838,47248.41,44015.38,C149932791,8430.25,11653.81,0,0
489,PAYMENT,116672.26,C190970257,11047.63,0.0,C404146256,863.83,83211.67,0,0
542,CASH_OUT,19220.07,C425279613,845.04,0.0,C970241536,21434.21,35571.73,0,0
312,PAYMENT,95962.7,C300230559,39087.32,0.0,C407629506,16142.66,88661.95,0,0
685,CASH_IN,13019.0,C102032720,16640.39,3621.39,C257032909,64291.07,73715.17,0,0
576,TRANSFER,9381.53,C627659083,25248.62,15867.09,C279650756,117669.36,125469.78,0,0
155,PAYMENT,1501.36,C316848406,243812.36,242311.0,C124004799,8909.35,10350.07,0,0
499,PAYMENT,8278.96,C561322484,3876.87,0.0,C802720473,539.38,8373.16,0,0
543,CASH_IN,8295.74,C260342071,179.07,0.0,C104790683,119436.64,127097.15,0,0
248,CASH_OUT,691.73,C738884128,2751.27,2059.54,C459598937,786.29,1272.04,0,0
549,CASH_OUT,3068.21,C397919930,27696.67,24628.46,C185214706,9030.25,11974.85,0,0
668,CASH_OUT,4528.25,C619296137,13910.36,9382.11,C895828028,3096.04,6804.45,0,0
608,CASH_OUT,17056.1,C663024676,2157.16,0.0,C942989082,2263.97,17946.91,0,0
567,CASH_IN,18590.95,C689856295,1588.31,0.0,C920841218,19452.68,36520.58,0,0
472,CASH_OUT,2845.88,C275758731,7848.57,5002.69,C730585065,7631.41,9775.09,0,0
202,CASH_OUT,18844.29,C621652296,2060.82,0.0,C580404087,12379.96,28484.64,0,0
591,CASH_OUT,5838.67,C337264947,29171.58,23332.91,C727298627,1132.03,6841.4,0,0
271,CASH_IN,46.28,C349228218,7207.37,7161.09,C503871610,3592.72,3628.77,0,0
396,CASH_OUT,3386.45,C952667284,5215.15,1828.7,C263187797,1230.08,4327.02,0,0
234,PAYMENT,56510.38,C190829437,4283.76,0.0,C447274878,3434.65,59233.86,0,0
233,CASH_OUT,392.58,C471862515,19824.7,19432.12,C520217321,3968.84,4286.12,0,0
118,CASH_OUT,9925.32,C495366878,14241.48,4316.16,C862721805,135909.91,144011.85,0,0
715,CASH_OUT,140571.31,C320488834,18086.77,0.0,C918569130,3081.28,120566.39,0,0
110,PAYMENT,2060.9,C806827353,17504.17,15443.27,C477984190,107.12,2049.95,0,0
65,CASH_OUT,8134.49,C538397421,11988.54,3854.05,C546558482,60546.37,67312.52,0,0
696,DEBIT,774.93,C747464923,2836.44,2061.51,C856874048,11033.23,11688.72,0,0
413,TRANSFER,151602.32,C448314291,4466.81,0.0,C509560687,3882.29,120115.07,0,0
326,CASH_OUT,6974.4,C907094613,7390.77,416.37,C719324751,2237.27,9187.28,0,0
548,PAYMENT,8812.52,C756576133,295904.74,287092.22,C563650738,893.85,9421.78,0,0
285,PAYMENT,92757.22,C399868961,1766.48,0.0,C344017555,160891.67,242525.1,0,0
96,CASH_IN,26653.11,C965904495,7126.21,0.0,C814739066,5395.5,31733.25,0,0
543,CASH_OUT,1675.5,C878551697,15481.49,13805.99,C273444625,215.3,1733.47,0,0
131,PAYMENT,2527.28,C632563681,8476.06,5948.78,C302023977,8865.58,11361.85,0,0
411,TRANSFER,19749.36,C632032468,66900.0,47150.64,C722250741,43092.71,57874.33,0,0
706,CASH_OUT,2634.85,C721759889,8410.64,5775.79,C738910610,6513.18,8535.79,0,0
696,CASH_IN,179.28,C428350472,9397.4,9218.12,C959020054,969.84,1142.94,0,0
269,CASH_OUT,7362.59,C229505099,45339.9,37977.31,C739692766,825.56,6906.78,0,0
580,CASH_IN,564.32,C608167838,202008.99,201444.67,C122234049,942.77,1400.63,0,0
456,PAYMENT,148643.66,C821361286,110331.81,0.0,C107815238,76037.69,213726.4,0,0
357,CASH_OUT,11139.11,C387395979,10883.67,0.0,C621142053,4319.97,14223.73,0,0
104,PAYMENT,1588.72,C510679478,12403.43,10814.71,C253355988,239.44,1515.53,0,0
280,PAYMENT,2304.14,C100982866,14329.55,12025.41,C523942166,9812.78,11700.7,0,0
485,PAYMENT,270.18,C733470387,16655.56,16385.38,C166796777,6335.13,6557.36,0,0
734,PAYMENT,1119.87,C879486555,3748.0,2628.13,C865486348,2190.73,3017.08,0,0
4,PAYMENT,50482.49,C486499676,54441.97,3959.48,C559314282,783.11,39597.39,0,0
534,PAYMENT,450095.5,C140590787,18213.42,0.0,C968605175,724.14,388372.98,0,0
629,PAYMENT,29956.86,C542879636,12490.4,0.0,C518369169,34750.21,62746.34,0,0
707,CASH_IN,6865.91,C946381268,1984.82,0.0,C831105640,7673.46,13342.74,0,0
315,CASH_OUT,3723.7,C175150823,14668.08,10944.38,C290920577,11632.5,14667.34,0,0
89,CASH_IN,1448.53,C292535423,780.69,0.0,C918064971,7635.52,8932.18,0,0
202,PAYMENT,330241.21,C611381201,5583.25,0.0,C675499558,8864.76,255613.12,0,0
632,PAYMENT,5768.99,C253303363,5740.8,0.0,C289062232,2115.17,6812.43,0,0
653,CASH_OUT,365175.63,C121834383,20547.46,0.0,C597778681,3393.13,281817.96,0,0
474,CASH_IN,99542.02,C469559042,224083.73,124541.71,C985356271,40008.26,129147.53,0,0
92,CASH_OUT,353.03,C635427593,31503.73,31150.7,C534604368,62709.13,62968.15,0,0
91,PAYMENT,2443.74,C856238992,117313.26,114869.52,C450837683,544.7,2583.63,0,0
356,CASH_IN,2430.18,C895410593,35165.41,32735.23,C440624970,3378.32,5514.09,0,0
438,CASH_IN,7018.3,C480234371,72227.8,65209.5,C132526303,22263.72,28931.83,0,0
25,PAYMENT,7269.44,C938037101,216574.75,209305.31,C776269541,145472.67,152141.4,0,0
510,PAYMENT,1781970.57,C799194848,4457.06,0.0,C328676120,121482.71,1872908.41,0,0
405,CASH_IN,1165.6,C288382872,4041.39,2875.79,C470159678,1173.37,2227.03,0,0
10,CASH_OUT,12236.1,C713144878,36432.49,24196.39,C728372313,48780.36,58627.45,0,0
72,TRANSFER,24580.63,C743709546,13286.22,0.0,C646752856,5461.86,24377.08,0,0
338,PAYMENT,8080.19,C367159239,18592.82,10512.63,C424352120,32207.35,38000.64,0,0
537,PAYMENT,9880.57,C594652273,9200.38,0.0,C242469025,20310.67,28049.89,0,0
614,CASH_OUT,1235.64,C544355527,5462.23,4226.59,C525376164,505.15,1420.83,0,0
321,CASH_OUT,9815.08,C722965508,151925.72,142110.64,C195190960,13226.18,21183.93,0,0
220,CASH_IN,20343.53,C453903993,2566.27,0.0,C578454208,30039.06,48567.41,0,0
720,PAYMENT,14613.21,C446077829,37406.07,22792.86,C185548040,4739.66,18002.76,0,0
341,CASH_IN,22614.84,C776203605,29329.3,6714.46,C947407188,3154.64,21143.61,0,0
235,CASH_IN,103021.63,C957044912,1250.73,0.0,C693220089,290.33,88123.04,0,0
329,PAYMENT,43762.82,C917986650,3842.31,0.0,C651359330,16823.16,50303.09,0,0
9,TRANSFER,9212.63,C777482253,4944.17,0.0,C414988770,7156.29,14995.25,0,0
225,PAYMENT,983.22,C732750010,31159.55,30176.33,C566668904,934.55,1773.26,0,0
384,CASH_OUT,2751.74,C791855958,7703.63,4951.89,C250609160,2733.91,4908.86,0,0
683,CASH_OUT,5457.05,C109575457,11750.08,6293.03,C550293803,6490.57,10735.28,0,0
549,CASH_OUT,12761.94,C629787386,1500.46,0.0,C196100698,1798.05,14481.79,0,0
581,CASH_OUT,3425.49,C130630160,437515.57,434090.08,C237823167,4938.51,7888.33,0,0
405,CASH_OUT,1503.69,C619423696,14865.43,13361.74,C625607774,210.63,1516.77,0,0
83,CASH_OUT,954.55,C455249524,28240.19,27285.64,C364227497,55768.2,56438.62,0,0
291,DEBIT,414.83,C374164649,5937.61,5522.78,C153943998,5057.55,5370.56,0,0
741,PAYMENT,5308.63,C738664741,5019.37,0.0,C481163216,679.37,4963.36,0,0
33,TRANSFER,575.13,C610674204,235396.59,234821.46,C933272612,58.7,627.96,0,0
654,CASH_IN,1338.16,C893757269,753.64,0.0,C737263458,31333.49,32340.55,0,0
509,CASH_OUT,3987.73,C681684603,20291.77,16304.04,C152224798,13420.85,16575.09,0,0
211,CASH_IN,731.68,C240619161,2170.57,1438.89,C944097635,7181.29,7910.81,0,0
579,CASH_OUT,16051.44,C309735298,7277.18,0.0,C481177175,23261.77,36814.52,0,0
622,CASH_OUT,30711.78,C266640544,5129.99,0.0,C618216777,23146.92,47578.83,0,0
33,CASH_IN,3014.02,C589698203,3044.32,30.3,C100513950,6974.31,9657.72,0,0
80,PAYMENT,3689.89,C496561425,14089.18,10399.29,C379076945,3110.11,6242.42,0,0
495,CASH_OUT,21319.42,C945426983,283.71,0.0,C807535394,2319.59,23366.86,0,0
743,PAYMENT,2241.29,C436218285,8322.91,6081.62,C397616785,10484.94,12109.78,0,0
18,CASH_IN,1980.45,C240936444,11667.53,9687.08,C249553169,60758.15,62614.16,0,0
495,CASH_IN,69821.5,C132863353,1739.03,0.0,C181594912,4083.76,58804.68,0,0
102,CASH_OUT,39796.65,C214747381,129291.92,89495.27,C831573020,70098.69,107587.17,0,0
484,CASH_IN,23927.65,C500606888,5477.0,0.0,C139579972,9620.72,32455.26,0,0
464,CASH_OUT,42879.98,C868805187,9356.0,0.0,C838708600,9752.16,50692.54,0,0
68,TRANSFER,230.65,C213050052,5495.43,5264.78,C423929254,372949.03,373170.46,0,0
506,CASH_IN,92679.63,C336096198,11821.21,0.0,C690974031,96261.22,181103.7,0,0
667,CASH_IN,16411.08,C982386021,95055.49,78644.41,C324762146,100860.8,113049.66,0,0
642,DEBIT,49981.41,C125707751,545535.8,495554.39,C743054455,1169.46,36934.7,0,0
22,CASH_OUT,16266.96,C481873930,40882.56,24615.6,C419660492,254213.18,267263.02,0,0
183,DEBIT,8849.04,C278412534,68322.24,59473.2,C421910139,4238.69,11747.29,0,0
179,CASH_OUT,4936.66,C976288263,175367.88,170431.22,C845562594,3263.37,7167.21,0,0
337,PAYMENT,15691.27,C304379002,19405.4,3714.13,C706442388,100.82,14578.56,0,0
107,CASH_IN,4623.25,C818644104,140839.51,136216.26,C875760893,8842.49,13080.78,0,0
635,CASH_OUT,38645.17,C986224541,43853.14,5207.97,C571534833,699.22,39018.9,0,0
578,PAYMENT,466.09,C186882445,16580.47,16114.38,C257756841,10248.2,10630.47,0,0
601,PAYMENT,3056.92,C539818436,22595.62,19538.7,C351559808,607.4,3467.82,0,0
148,CASH_OUT,321477.18,C777339108,869.46,0.0,C418103235,124973.84,421491.53,0,0
11,CASH_OUT,2625.57,C825498300,20706.0,18080.43,C313742245,13264.32,15881.03,0,0
677,CASH_IN,5273.08,C566559390,1318.67,0.0,C210378562,297678.35,302593.31,0,0
215,CASH_IN,1654.67,C980609347,1166.89,0.0,C960378754,779.43,2078.47,0,0
488,CASH_IN,14831.7,C671624099,17842.13,3010.43,C681804448,79899.32,90349.46,0,0
676,PAYMENT,2153.23,C990160761,2512.12,358.89,C487612257,191.54,2324.21,0,0
27,CASH_OUT,5801.67,C643121209,13217.93,7416.26,C411283920,7147.63,12455.12,0,0
5,PAYMENT,37345.2,C289443780,16442.94,0.0,C302845640,1576.68,36822.41,0,0
5,CASH_IN,2303.59,C723359723,17581.01,15277.42,C639823257,2194.43,4355.14,0,0
117,PAYMENT,33506.68,C653737678,3442.03,0.0,C317085223,1939.73,32790.28,0,0
39,PAYMENT,35596.86,C379643240,51432.4,15835.54,C773486137,947.2,33890.04,0,0
610,CASH_IN,54117.94,C169217497,11686.0,0.0,C609565740,509.06,53481.73,0,0
451,CASH_IN,10435.55,C683387230,25890.04,15454.49,C796385033,2216.38,12383.04,0,0
729,CASH_IN,2769746.45,C796264823,2220.17,0.0,C792787065,6056.28,2259987.37,0,0
596,PAYMENT,54076.81,C213328631,10224.16,0.0,C135276301,39920.68,78276.74,0,0
716,CASH_OUT,14541.76,C584871782,69282.09,54740.33,C923617404,8363.49,18711.47,0,0
178,CASH_OUT,1674.61,C836795371,57254.78,55580.17,C239884322,40125.7,41522.31,0,0
214,CASH_OUT,6804.19,C902120994,4040.25,0.0,C777775622,343.53,6810.87,0,0
632,PAYMENT,105597.35,C945617488,5893.84,0.0,C105547479,2254.44,103024.23,0,0
182,CASH_OUT,175810.56,C290762004,3031.98,0.0,C109526811,17673.27,162069.45,0,0
43,CASH_OUT,115959.05,C255688127,4990.95,0.0,C702594598,9115.61,100779.32,0,0
498,TRANSFER,33301.11,C618406997,1638.27,0.0,C907895989,1043.03,29414.92,0,0
596,CASH_IN,845.4,C516440951,10858.86,10013.46,C409083361,26405.41,27208.34,0,0
720,PAYMENT,19475.09,C191838698,34534.28,15059.19,C589501423,1888.82,19240.13,0,0
690,CASH_IN,867.38,C229272693,4115.11,3247.73,C940390541,1212.87,1856.42,0,0
90,CASH_OUT,556.99,C405226006,11662.0,11105.01,C842638115,11807.69,12258.11,0,0
574,PAYMENT,12462.58,C765540626,9597.45,0.0,C689959864,4969.65,15770.07,0,0
629,PAYMENT,20780.26,C338091875,65034.82,44254.56,C965166031,1917.46,19819.21,0,0
519,PAYMENT,41195.27,C991201300,5338.03,0.0,C817024251,1803.77,40905.92,0,0
610,CASH_OUT,19827.9,C496150119,5637.39,0.0,C474270758,716.49,20140.92,0,0
623,CASH_OUT,21096.34,C140142940,3755.47,0.0,C723638573,2410.65,17813.91,0,0
332,CASH_OUT,1376.95,C873071496,2425.36,1048.41,C396022568,35597.01,36653.57,0,0
30,CASH_OUT,6707.91,C500299880,29548.18,22840.27,C184182546,7632.65,13117.35,0,0
339,CASH_OUT,537.64,C169707319,10908.9,10371.26,C302935767,27597.19,28021.34,0,0
150,CASH_OUT,220.07,C850084033,14504.51,14284.44,C411410134,12443.12,12624.12,0,0
85,CASH_OUT,30734.99,C576097237,90396.58,59661.59,C281890094,1632.65,23522.61,0,0
93,CASH_OUT,2088.86,C414782403,98530.47,96441.61,C635551625,252.53,1756.1,0,0
519,CASH_OUT,38968.05,C302561849,1130.76,0.0,C741287405,926.73,38005.16,0,0
375,CASH_IN,59577.05,C938399193,35304.02,0.0,C901397115,1468.18,45005.57,0,0
402,PAYMENT,2657.73,C808987460,18741.03,16083.3,C551255320,1277.36,3794.82,0,0
554,PAYMENT,23448.46,C279144875,6684.95,0.0,C659217351,28733.99,47304.08,0,0
408,CASH_IN,2464.93,C761412035,21840.59,19375.66,C639245053,28199.49,30153.61,0,0
469,PAYMENT,292.19,C261713813,1002.67,710.48,C103066767,263387.96,263601.32,0,0
64,PAYMENT,10116.84,C507958480,119846.08,109729.24,C737688222,1243.02,8365.06,0,0
633,CASH_OUT,3471.79,C773842679,28923.69,25451.9,C592685377,87151.82,89952.12,0,0
334,CASH_IN,3669.61,C132734965,3648.98,0.0,C999820314,86187.55,89675.91,0,0
116,CASH_IN,283684.39,C753147525,5551.84,0.0,C808924102,3235.46,280107.63,0,0
605,CASH_IN,519.81,C729263593,1038.24,518.43,C555830176,11526.45,11899.92,0,0
546,PAYMENT,16141.81,C549251198,8342.05,0.0,C386980620,45858.68,57307.62,0,0
40,TRANSFER,1352.01,C123514404,6476.28,5124.27,C853489456,4420.18,5431.0,0,0
144,CASH_IN,41559.05,C785699425,1830.48,0.0,C431208424,3844.87,42490.09,0,0
12,PAYMENT,13865.74,C333963717,42832.54,28966.8,C196908717,1588.89,12147.16,0,0
202,CASH_IN,16039.66,C957087545,90689.4,74649.74,C624011687,70.24,12408.64,0,0
75,DEBIT,1479.11,C855905659,12822.53,11343.42,C940663050,5579.47,7009.3,0,0
528,PAYMENT,2042.52,C273551121,8446.69,6404.17,C901119256,1369.55,3335.44,0,0
